name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2023-09-11,25.6,19.1,21.6,25.6,19.1,21.6,15.9,71.5,0,0,0,,0,0,23.2,18.4,242.8,1013.2,72.9,17.8,100.3,8.6,6,,2023-09-11T06:28:25,2023-09-11T19:25:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-12,23.1,16.5,19.8,23.1,16.5,19.8,15.6,77.2,0.019,100,8.33,rain,0,0,23.2,15.4,273.2,1013.6,81.9,18.8,56.3,4.7,3,,2023-09-12T06:30:00,2023-09-12T19:22:50,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-13,20.6,14.3,17,20.6,14.3,17,11.5,70.9,0.206,100,8.33,rain,0,0,30.3,18.8,19.3,1020.7,84.4,20.6,70.5,6.2,4,,2023-09-13T06:31:36,2023-09-13T19:20:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-14,24.1,13.6,18,24.1,13.6,18,11.4,68.3,0,0,0,,0,0,31.7,12.7,215.9,1020.6,26,18.7,124.3,11,7,,2023-09-14T06:33:11,2023-09-14T19:18:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03768099999,03684099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
"London,UK",2023-09-15,26.6,12.6,18.7,26.6,12.6,18.7,12.9,72.3,0,0,0,,0,0,25,10.9,141.5,1014.8,12.7,19.7,115.1,10.2,6,,2023-09-15T06:34:47,2023-09-15T19:15:57,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-16,27.1,14.6,20.2,27.1,14.6,20.2,13.6,69.5,0,0,0,,0,0,24.6,15.9,63.8,1012.8,25.1,18.8,111.8,9.7,6,,2023-09-16T06:36:23,2023-09-16T19:13:38,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-17,20.8,17,18.7,20.8,17,18.7,15.7,83.2,0.033,100,16.67,rain,0,0,30.9,23.1,81.3,1010.5,81.4,10.1,45,4.1,2,,2023-09-17T06:37:59,2023-09-17T19:11:20,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-18,20.1,14.5,17.4,20.1,14.5,17.4,13.5,79,14.16,100,37.5,rain,0,0,49.6,38.2,232.4,1002.1,69.5,17.3,63.2,5.4,3,,2023-09-18T06:39:35,2023-09-18T19:09:01,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-19,19,13.3,16.6,19,13.3,16.6,12.8,78.1,0.4,100,4.17,rain,0,0,57.6,34.9,226.7,1005.9,78.9,13.5,49.3,4.2,2,,2023-09-19T06:41:11,2023-09-19T19:06:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
"London,UK",2023-09-20,20.6,14.5,17.9,20.6,14.5,17.9,14.5,81,0.152,100,33.33,rain,0,0,66.5,38.7,212.3,998.8,97.3,13.2,42.8,3.8,4,,2023-09-20T06:42:47,2023-09-20T19:04:24,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EGWU,03769099999,EGLL,03680099999,D5621,03781099999,03684099999,03672099999,F6665,EGLC,03772099999,03770099999"
"London,UK",2023-09-21,18.6,11.5,14.1,18.6,11.5,14.1,11.4,85,25.267,100,25,rain,0,0,19.6,14.6,215,995.6,59.5,19.1,72.5,6.2,4,,2023-09-21T06:44:23,2023-09-21T19:02:06,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,F6665,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-22,18.1,10.6,13.5,18.1,10.6,13.5,9.7,79.8,7.942,100,8.33,rain,0,0,26.4,20.3,270.9,1000.9,46.9,20.1,79.1,6.8,6,,2023-09-22T06:45:59,2023-09-22T18:59:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
"London,UK",2023-09-23,17.8,9,13.3,17.8,7.1,13,7.6,70.6,0.399,100,4.17,rain,0,0,25.5,18.5,254.3,1015.1,26.1,24.2,100.8,8.5,7,,2023-09-23T06:47:36,2023-09-23T18:57:29,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-24,20.1,12.3,16.6,20.1,12.3,16.6,11.8,73.1,0,0,0,,0,0,45.5,27.1,183.8,1017.8,60.2,19.2,49.6,4.3,2,,2023-09-24T06:49:12,2023-09-24T18:55:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-25,22.6,15.6,18.5,22.6,15.6,18.5,12.7,70.5,0,0,0,,0,0,39.3,23.2,217.4,1018.3,53.4,15.2,88.5,7.5,5,,2023-09-25T06:50:49,2023-09-25T18:52:52,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-26,23.5,13.8,18.3,23.5,13.8,18.3,13.5,76,0,0,0,,0,0,41.2,25,204.3,1017,57.8,15.4,77,6.6,5,,2023-09-26T06:52:26,2023-09-26T18:50:34,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
"London,UK",2023-09-27,21.3,14.3,18,21.3,14.3,18,14.1,79,0,0,0,,0,0,44.7,32.2,182.3,1013.7,72.2,14.4,62.6,5.3,4,,2023-09-27T06:54:03,2023-09-27T18:48:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-09-28,19.1,15.6,17.2,19.1,15.6,17.2,11.7,70.3,0.001,100,4.17,rain,0,0,44.6,25.2,214.8,1012.9,84.5,13.7,56.4,4.9,2,,2023-09-28T06:55:40,2023-09-28T18:45:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03658099999,03772099999,03693099999,03680099999,D5621,03761099999,EGLC,03770099999"
"London,UK",2023-09-29,20,14.1,17.5,20,14.1,17.5,12.2,72.9,1.221,100,29.17,rain,0,0,40.7,22.4,270.2,1017.3,51.1,18.6,80,6.7,6,,2023-09-29T06:57:18,2023-09-29T18:43:41,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,EGLC,03772099999,03770099999,03693099999"
"London,UK",2023-09-30,20.1,11.6,15.5,20.1,11.6,15.5,10.7,74,0,0,0,,0,0,28.7,20.4,200.9,1024.4,62.2,17.3,66.2,5.8,3,,2023-09-30T06:58:56,2023-09-30T18:41:24,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-10-01,22.1,15.6,18.6,22.1,15.6,18.6,15.3,80.9,0,0,0,,0,0,26.4,17.3,212.3,1020.1,74.2,14.3,56.5,4.9,3,,2023-10-01T07:00:33,2023-10-01T18:39:07,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-10-02,20.1,16.1,17.7,20.1,16.1,17.7,15.7,88.3,0.01,100,4.17,rain,0,0,26.7,16.8,168.9,1016,92.4,9.7,41.5,3.6,2,,2023-10-02T07:02:12,2023-10-02T18:36:51,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London,UK",2023-10-03,18.3,12.6,15.5,18.3,12.6,15.5,10.6,74,0.604,100,8.33,rain,0,0,41.8,26,269,1018.1,57.6,20.3,62.1,5.3,5,,2023-10-03T07:03:50,2023-10-03T18:34:34,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03658099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
"London,UK",2023-10-04,18,11.6,14.6,18,11.6,14.6,9.6,73.3,0,0,0,,0,0,40.7,25.5,248.2,1025.9,72.8,10,65.5,5.6,4,,2023-10-04T07:05:29,2023-10-04T18:32:19,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,EGLL,D5621,EGLC"
"London,UK",2023-10-05,18.6,13.6,15.5,18.6,13.6,15.5,10.1,70.6,0,0,0,,0,0,36.7,21.6,237.4,1024.2,76.5,10,51.7,4.4,3,,2023-10-05T07:07:07,2023-10-05T18:30:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,EGLL,D5621,EGLC"
"London,UK",2023-10-06,21,14.3,17,21,14.3,17,12.3,74.4,0,0,0,,0,0,41,25.8,239.8,1023,70.2,10,53.6,4.6,3,,2023-10-06T07:08:47,2023-10-06T18:27:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,EGLL,D5621,EGLC"
"London,UK",2023-10-07,24,15.2,18.9,24,15.2,18.9,13.1,70.3,0,0,0,,0,0,37.4,24.4,241.7,1022.7,81.9,10,65.1,5.7,4,,2023-10-07T07:10:26,2023-10-07T18:25:34,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,EGLL,D5621,EGLC"
"London,UK",2023-10-08,24.8,14,18.8,24.8,14,18.8,12.7,69.6,0,0,0,,0,0,27,15.3,248.6,1023.9,80.5,10,55.5,4.7,3,,2023-10-08T07:12:06,2023-10-08T18:23:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,EGLL,D5621,EGLC"
